gid;lon;lat;d_2000;d_2001;d_2002;d_2003;d_2004;d_2005;d_2006;d_2007;d_2008;d_2009;d_2010;d_2011;d_2012;d_2013;d_2014;d_2015;d_2016;d_2017;d_2018;d_2019;classe
7302;-44,780182;-6,45892;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7303;-44,771724;-8,126982;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2011
7304;-47,460558;-8,904051;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7305;-52,896263;-14,153699;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7306;-47,929503;-7,550659;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7307;-46,557554;-18,424135;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7308;-46,279813;-9,182939;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7309;-45,624689;-11,752652;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7310;-42,530198;-15,746628;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7311;-56,101889;-22,077096;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2003
7312;-55,135819;-14,539236;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7313;-46,82246;-11,271544;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7314;-49,49032;-10,126217;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7315;-46,492446;-20,372357;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7316;-51,572009;-15,242189;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7317;-54,017092;-16,435267;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2015
7318;-54,546008;-14,789906;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7319;-45,269602;-18,811294;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7320;-53,59441;-21,720163;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7321;-54,950635;-13,721593;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7322;-47,833084;-8,873165;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7323;-47,431228;-11,683917;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7324;-42,82094;-4,864881;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7325;-49,215716;-18,841768;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7326;-44,35217;-12,792184;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7327;-49,791251;-12,332388;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7328;-48,22713;-17,931289;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7329;-52,877908;-14,903388;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7330;-55,188712;-19,914898;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2002
7331;-43,448968;-4,351382;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7332;-49,933231;-17,813028;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7333;-54,377648;-16,661829;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7334;-47,539913;-17,369644;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7335;-47,206236;-18,179562;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2002
7336;-52,805919;-14,476537;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7337;-56,624358;-14,514553;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2001
7338;-52,720417;-17,200663;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7339;-47,000435;-7,394346;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2013
7340;-51,363874;-13,73468;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7341;-57,144629;-21,848258;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7342;-54,810865;-17,958047;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7343;-47,778539;-11,54906;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2011
7344;-44,278433;-6,039388;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7345;-51,798919;-15,371764;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7346;-46,420203;-15,057302;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7347;-45,988141;-20,690589;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7348;-48,743781;-12,030054;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7349;-45,882548;-17,527199;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7350;-51,645763;-16,158231;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7351;-45,692535;-9,207302;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7352;-52,055584;-14,434331;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7353;-50,611672;-15,758479;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7354;-50,018279;-17,186105;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7355;-45,311262;-12,452917;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7356;-56,517187;-13,981955;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7357;-46,277958;-8,43359;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7358;-44,504878;-6,92461;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7359;-44,459635;-11,132509;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7360;-50,154194;-14,936205;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2014
7361;-47,039536;-17,799668;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7362;-51,73098;-18,998323;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7363;-49,254031;-12,383501;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2015
7364;-54,420787;-17,291034;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7365;-56,671135;-21,518928;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2010
7366;-49,154266;-12,030773;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7367;-58,661049;-14,633385;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2011
7368;-43,685854;-6,346216;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7369;-51,78707;-12,855067;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7370;-57,954415;-13,020539;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7371;-46,154342;-8,62588;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7372;-51,817001;-15,250101;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7373;-48,44631;-9,151146;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7374;-49,14994;-13,919865;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7375;-45,611279;-13,48243;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7376;-49,854752;-18,329219;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7377;-47,995805;-6,094371;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7378;-48,008392;-15,536786;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7379;-50,147577;-12,972702;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Não Inspecionado;Agua
7380;-46,516379;-17,282582;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Não Inspecionado;Agua
7381;-49,337931;-8,943588;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7382;-48,086077;-20,041441;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7383;-55,020615;-16,999503;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7384;-48,606342;-11,483399;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7385;-49,881104;-16,794412;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7386;-52,969413;-14,10682;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7387;-44,959679;-8,756462;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2012
7388;-50,26135;-13,290339;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7389;-45,924795;-7,79873;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7390;-49,876906;-16,838857;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7391;-46,815776;-19,825306;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7392;-46,193656;-11,354484;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7393;-49,541324;-10,342125;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7394;-45,279045;-18,040126;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7395;-48,346038;-11,3682;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2014
7396;-48,354817;-9,928333;Natural;Natural;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Não Inspecionado;Agua
7397;-52,782964;-21,711636;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7398;-44,017064;-7,487264;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7399;-56,837664;-15,829243;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7400;-51,761557;-14,031213;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Não Inspecionado;2018
7401;-47,981387;-14,213015;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7402;-45,419633;-6,010432;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7403;-47,770098;-12,11577;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7404;-50,639441;-14,171045;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7405;-56,551464;-15,87721;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7406;-44,553973;-11,756074;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7407;-47,807779;-11,158303;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7408;-46,133543;-14,359424;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2015
7409;-47,201707;-11,653956;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7410;-45,876036;-10,903463;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7411;-45,522177;-19,225923;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7412;-45,88083;-11,929774;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2013
7413;-47,755326;-15,603757;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2004
7414;-50,057052;-19,645198;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7415;-46,868535;-18,286706;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7416;-45,610559;-13,163435;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
7417;-47,80292;-14,421339;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7418;-47,49287;-11,191924;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
7419;-51,350389;-15,290436;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7420;-49,748236;-11,041649;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7421;-47,963135;-7,602856;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2012
7422;-49,508601;-19,36474;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7423;-53,650022;-20,740283;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7424;-54,942572;-19,01428;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
7425;-46,958798;-16,316603;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
7426;-48,938875;-19,191188;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
