gid;lon;lat;d_2000;d_2001;d_2002;d_2003;d_2004;d_2005;d_2006;d_2007;d_2008;d_2009;d_2010;d_2011;d_2012;d_2013;d_2014;d_2015;d_2016;d_2017;d_2018;d_2019;classe
4647;-49,778501;-11,048711;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4648;-47,861683;-9,724057;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4649;-44,638678;-8,816233;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4650;-45,160672;-5,682272;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2014
4651;-45,737283;-15,574057;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4652;-52,101296;-14,420981;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2004
4653;-49,902867;-10,406845;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4654;-49,392785;-20,470339;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4655;-43,810544;-4,294168;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4656;-51,845489;-18,115193;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4657;-53,302184;-14,158577;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4658;-50,805289;-11,107664;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4659;-56,994913;-20,438714;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4660;-47,832657;-15,369351;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4661;-50,739177;-19,564893;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4662;-45,594274;-13,59763;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4663;-45,74074;-11,830279;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4664;-44,477202;-6,791841;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4665;-44,48546;-3,884104;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4666;-54,949609;-13,867223;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2005
4667;-51,699185;-11,142791;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4668;-49,631523;-11,150259;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Não Inspecionado;2018
4669;-47,224494;-19,623085;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4670;-43,794676;-6,838544;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4671;-53,609527;-15,705299;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4672;-46,681203;-9,28071;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2014
4673;-47,567652;-18,325632;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4674;-55,016319;-15,495966;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4675;-53,745316;-14,051279;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2009
4676;-44,053844;-5,789712;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2005
4677;-55,582686;-14,23371;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4678;-44,117773;-12,523618;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4679;-56,301394;-15,127889;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4680;-46,13418;-20,071299;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4681;-47,343446;-17,729882;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4682;-45,352001;-12,261055;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4683;-47,082218;-19,237511;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4684;-50,570488;-11,545498;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4685;-44,445522;-8,392756;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2012
4686;-51,221012;-14,170883;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4687;-50,428501;-11,339829;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4688;-44,26561;-19,83412;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4689;-46,885565;-8,102587;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4690;-57,742543;-13,706821;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4691;-48,520407;-9,562045;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4692;-46,174565;-17,164544;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2012
4693;-54,274273;-19,473482;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4694;-44,820841;-11,623584;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2013
4695;-45,900026;-12,231975;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4696;-45,75353;-10,743702;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2006
4697;-49,28764;-10,928499;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4698;-46,81011;-12,173491;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4699;-46,653416;-18,342148;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4700;-44,051714;-9,326434;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4701;-51,287116;-18,655951;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4702;-49,877411;-15,310746;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4703;-53,594308;-21,336789;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4704;-45,865852;-7,000011;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4705;-51,9158;-14,344915;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4706;-42,745505;-16,428784;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4707;-47,935282;-12,893178;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4708;-43,315313;-5,083498;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2004
4709;-54,754779;-14,389593;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2014
4710;-44,322022;-7,5592;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4711;-47,403123;-14,098786;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4712;-48,109767;-13,830047;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4713;-46,741654;-9,685845;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4714;-46,682145;-14,871868;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4715;-46,984505;-6,314511;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4716;-58,224814;-14,423576;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4717;-47,195099;-11,709854;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4718;-49,867568;-14,879776;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4719;-47,260244;-19,010261;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4720;-42,509652;-16,802417;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4721;-46,428909;-8,039455;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4722;-48,378338;-9,351404;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2015
4723;-45,788592;-17,366744;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4724;-47,395787;-6,286961;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4725;-45,343756;-10,450948;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2009
4726;-45,643751;-11,284816;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4727;-50,747978;-12,699518;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4728;-51,19121;-17,003271;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4729;-59,881744;-11,963352;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4730;-45,893578;-6,084183;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4731;-49,934545;-20,371106;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4732;-48,230813;-13,594533;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4733;-44,498603;-5,318888;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4734;-52,151588;-14,229312;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4735;-45,648313;-5,665773;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2010
4736;-44,801697;-11,389064;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4737;-47,892537;-17,462004;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4738;-44,039122;-6,776216;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Não Inspecionado;Agua
4739;-56,982289;-21,344113;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4740;-43,809978;-15,179862;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2002
4741;-53,986995;-14,267997;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4742;-49,449851;-9,291558;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2015
4743;-43,68194;-5,965745;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4744;-56,334629;-20,607627;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2015
4745;-48,012857;-5,263348;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4746;-44,821627;-9,163608;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4747;-43,454134;-17,372136;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4748;-49,10915;-8,780651;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2013
4749;-49,609995;-9,057666;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4750;-44,727205;-8,033058;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4751;-50,197841;-9,803959;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Não Inspecionado;Agua
4752;-48,886136;-13,791519;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2008
4753;-45,723285;-16,40086;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4754;-47,139321;-5,894511;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2011
4755;-45,742081;-7,669419;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4756;-49,096058;-10,624859;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4757;-45,371024;-8,101715;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4758;-47,122779;-11,462524;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4759;-47,997234;-12,133733;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4760;-47,254475;-9,88349;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4761;-56,357149;-12,73142;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2005
4762;-44,624239;-8,731575;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2014
4763;-53,094576;-19,92062;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Não Inspecionado;2016
4764;-46,590523;-7,688124;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4765;-45,278825;-13,888917;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4766;-43,353367;-8,984758;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4767;-46,31124;-9,178922;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Não Inspecionado;2017
4768;-48,684953;-15,513699;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2015
4769;-43,854476;-18,70708;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4770;-44,169477;-18,407433;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4771;-55,050221;-21,016798;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Antropico;Não Inspecionado;2000
4772;-50,700859;-17,336646;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
4773;-45,847574;-20,185806;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Natural;Não Inspecionado;Natural
